Flow Type,Country,Country Code,Total Migrants,Male,Female,Male %,Continent,YEAR
Immigrants,Germany,276,99593,46311,53282,46.5,Europe,"2,024"
Immigrants,Lebanon,422,93967,48769,45198,51.9,Asia,"2,024"
Immigrants,Ireland,372,90203,48619,41584,53.9,Europe,"2,024"
Immigrants,Greece,300,89351,42442,46909,47.5,Europe,"2,024"
Immigrants,Iran,364,88697,47187,41510,53.2,Asia,"2,024"
Immigrants,Fiji,242,83435,39214,44221,47,Oceania,"2,024"
Immigrants,Afghanistan,4,81506,47436,34070,58.2,Asia,"2,024"
Immigrants,Brazil,76,70220,33354,36866,47.5,South America,"2,024"
Immigrants,Singapore,702,68087,30571,37516,44.9,Asia,"2,024"
Immigrants,Bangladesh,50,64969,34564,30405,53.2,Asia,"2,024"
Immigrants,Netherlands,528,63634,31626,32008,49.7,Europe,"2,024"
Immigrants,Taiwan,158,61011,24465,36546,40.1,Asia,"2,024"
Immigrants,Colombia,170,59674,28226,31448,47.3,South America,"2,024"
Immigrants,Canada,124,57190,25564,31626,44.7,North America,"2,024"
Immigrants,Japan,392,53094,15557,37537,29.3,Asia,"2,024"
Immigrants,TFYR Macedonia,807,48723,23923,24800,49.1,Europe,"2,024"
Immigrants,Croatia,191,47534,23054,24480,48.5,Europe,"2,024"
Immigrants,Zimbabwe,716,47195,23173,24022,49.1,Africa,"2,024"
Immigrants,Egypt,818,46879,24565,22314,52.4,Africa,"2,024"
Immigrants,Myanmar,104,46297,23287,23010,50.3,Asia,"2,024"
Immigrants,Poland,616,45945,18746,27199,40.8,Europe,"2,024"
Immigrants,Cambodia,116,43862,19168,24694,43.7,Asia,"2,024"
Immigrants,Turkey,792,42544,22165,20379,52.1,Asia,"2,024"
Immigrants,France,250,40681,21113,19568,51.9,Europe,"2,024"
Immigrants,Samoa,882,38964,20105,18859,51.6,Oceania,"2,024"
Immigrants,Syrian Arab Republic,760,37008,18171,18837,49.1,Asia,"2,024"
Immigrants,Chile,152,35849,17279,18570,48.2,South America,"2,024"
Immigrants,Malta,470,34451,17122,17329,49.7,Europe,"2,024"
Immigrants,Papua New Guinea,598,34316,15271,19045,44.5,Oceania,"2,024"
Immigrants,Russian Federation,643,30312,11094,19218,36.6,Europe,"2,024"
Immigrants,Kenya,404,30123,14158,15965,47,Africa,"2,024"
Immigrants,Bosnia and Herzegovina,70,29317,14189,15128,48.4,Europe,"2,024"
Immigrants,Mauritius,480,28962,14249,14713,49.2,Africa,"2,024"
Immigrants,Serbia,688,28629,13685,14944,47.8,Europe,"2,024"
Immigrants,Bhutan,64,25363,12225,13138,48.2,Asia,"2,024"
Immigrants,Argentina,32,24708,11909,12799,48.2,South America,"2,024"
Immigrants,Ukraine,804,20391,7993,12398,39.2,Europe,"2,024"
Immigrants,Nigeria,566,19524,11265,8259,57.7,Africa,"2,024"
Immigrants,Tonga,776,19464,11172,8292,57.4,Oceania,"2,024"
Immigrants,Spain,724,19279,9350,9929,48.5,Europe,"2,024"
Immigrants,Sudan,729,17709,8819,8890,49.8,Africa,"2,024"
Immigrants,United Arab Emirates,784,17673,9208,8465,52.1,Asia,"2,024"
Immigrants,Portugal,620,17637,8907,8730,50.5,Europe,"2,024"
Immigrants,Ethiopia,231,17141,8073,9068,47.1,Africa,"2,024"
Immigrants,Cyprus,196,16610,7956,8654,47.9,Asia,"2,024"
Immigrants,Hungary,348,16317,7653,8664,46.9,Europe,"2,024"
Immigrants,Romania,642,15735,7270,8465,46.2,Europe,"2,024"
Immigrants,Peru,604,14420,6186,8234,42.9,South America,"2,024"
Immigrants,Saudi Arabia,682,14397,7760,6637,53.9,Asia,"2,024"
Immigrants,Austria,40,13561,6930,6631,51.1,Europe,"2,024"
Immigrants,Switzerland,756,13265,6725,6540,50.7,Europe,"2,024"
Immigrants,Israel,376,11821,6620,5201,56,Asia,"2,024"
Immigrants,Laos,418,11771,5273,6498,44.8,Asia,"2,024"
Immigrants,Timor-Leste,626,11546,5912,5634,51.2,Asia,"2,024"
Immigrants,Sweden,752,11508,4442,7066,38.6,Europe,"2,024"
Immigrants,Mongolia,496,11188,5393,5795,48.2,Asia,"2,024"
Immigrants,El Salvador,222,10898,5198,5700,47.7,Central America,"2,024"
Immigrants,Czech Republic,203,10450,4567,5883,43.7,Europe,"2,024"
Immigrants,Vanuatu,548,10208,7237,2971,70.9,Oceania,"2,024"
Immigrants,Uruguay,858,9951,4707,5244,47.3,South America,"2,024"
Immigrants,South Sudan,728,9693,4691,5002,48.4,Africa,"2,024"
Immigrants,Somalia,706,9578,4483,5095,46.8,Africa,"2,024"
Immigrants,Jordan,400,9469,5208,4261,55,Asia,"2,024"
Immigrants,Mexico,484,9381,4447,4934,47.4,North America,"2,024"
Immigrants,Denmark,208,8927,4464,4463,50,Europe,"2,024"
Immigrants,Venezuela,862,8402,4134,4268,49.2,South America,"2,024"
Immigrants,Ghana,288,8327,4497,3830,54,Africa,"2,024"
Immigrants,Kuwait,414,8304,4866,3438,58.6,Asia,"2,024"
Immigrants,Zambia,894,8060,3941,4119,48.9,Africa,"2,024"
Immigrants,D.R. Congo,180,8028,4038,3990,50.3,Africa,"2,024"
Immigrants,Finland,246,7752,2891,4861,37.3,Europe,"2,024"
Immigrants,Belgium,56,7695,3878,3817,50.4,Europe,"2,024"
Immigrants,Solomon Islands,90,7161,4118,3043,57.5,Oceania,"2,024"
Immigrants,Eritrea,232,6928,3325,3603,48,Africa,"2,024"
Immigrants,Slovakia,703,6753,2877,3876,42.6,Europe,"2,024"
Immigrants,Slovenia,705,5483,2599,2884,47.4,Europe,"2,024"
Immigrants,Uganda,800,5079,2423,2656,47.7,Africa,"2,024"
Immigrants,Tanzania,834,4926,2517,2409,51.1,Africa,"2,024"
Immigrants,Sierra Leone,694,4218,2054,2164,48.7,Africa,"2,024"
Immigrants,Albania,8,4105,2011,2094,49,Europe,"2,024"
Immigrants,Norway,578,3910,1607,2303,41.1,Europe,"2,024"
Immigrants,Bulgaria,100,3874,1635,2239,42.2,Europe,"2,024"
Immigrants,Liberia,430,3630,1663,1967,45.8,Africa,"2,024"
Immigrants,Ecuador,218,3550,1686,1864,47.5,South America,"2,024"
Immigrants,Estonia,233,3498,1438,2060,41.1,Europe,"2,024"
Immigrants,Brunei Darussalam,96,3357,1571,1786,46.8,Asia,"2,024"
Immigrants,Burundi,108,3255,1595,1660,49,Africa,"2,024"
Immigrants,Latvia,428,3247,1185,2062,36.5,Europe,"2,024"
Immigrants,Lithuania,440,3094,1101,1993,35.6,Europe,"2,024"
Immigrants,"China, Macao SAR",446,3081,1353,1728,43.9,Asia,"2,024"
Immigrants,State of Palestine,275,3046,1681,1365,55.2,Asia,"2,024"
Immigrants,Kazakhstan,398,2892,1015,1877,35.1,Asia,"2,024"
Immigrants,Libya,434,2812,1479,1333,52.6,Africa,"2,024"
Immigrants,Morocco,504,2775,1407,1368,50.7,Africa,"2,024"
Immigrants,Qatar,634,2716,1412,1304,52,Asia,"2,024"
Immigrants,Congo,178,2688,1193,1495,44.4,Africa,"2,024"
Immigrants,Seychelles,690,2623,1162,1461,44.3,Africa,"2,024"
Immigrants,Belarus,112,2586,980,1606,37.9,Europe,"2,024"
Immigrants,Uzbekistan,860,2546,1087,1459,42.7,Asia,"2,024"
Immigrants,Bahrain,48,2395,1277,1118,53.3,Asia,"2,024"
Immigrants,Oman,512,1986,1037,949,52.2,Asia,"2,024"
Immigrants,Namibia,516,1890,919,971,48.6,Africa,"2,024"
Immigrants,Malawi,454,1853,901,952,48.6,Africa,"2,024"
Immigrants,Trinidad and Tobago,780,1830,900,930,49.2,North America,"2,024"
Immigrants,Botswana,72,1736,814,922,46.9,Africa,"2,024"
Immigrants,Montenegro,499,1673,798,875,47.7,Europe,"2,024"
Immigrants,Algeria,12,1643,946,697,57.6,Africa,"2,024"
Immigrants,Kiribati,296,1585,762,823,48.1,Oceania,"2,024"
Immigrants,New Caledonia,540,1520,689,831,45.3,Oceania,"2,024"
Immigrants,Republic of Moldova,498,1471,613,858,41.7,Europe,"2,024"
Immigrants,Armenia,51,1462,610,852,41.7,Asia,"2,024"
Immigrants,Rwanda,646,1338,603,735,45.1,Africa,"2,024"
Immigrants,Jamaica,388,1335,700,635,52.4,North America,"2,024"
Immigrants,Bolivia,68,1196,539,657,45.1,South America,"2,024"
Immigrants,Yemen,887,1189,669,520,56.3,Asia,"2,024"
Immigrants,Guinea,324,1175,540,635,46,Africa,"2,024"
Immigrants,Mozambique,508,1037,477,560,46,Africa,"2,024"
Immigrants,Cuba,192,1008,561,447,55.7,North America,"2,024"
Immigrants,Nicaragua,558,877,406,471,46.3,Central America,"2,024"
Immigrants,Georgia,268,865,398,467,46,Asia,"2,024"
Immigrants,Azerbaijan,31,828,349,479,42.1,Asia,"2,024"
Immigrants,Guatemala,320,788,368,420,46.7,Central America,"2,024"
Immigrants,Tunisia,788,788,438,350,55.6,Africa,"2,024"
Immigrants,Kyrgyzstan,417,731,247,484,33.8,Asia,"2,024"
Immigrants,Maldives,462,712,333,379,46.8,Asia,"2,024"
Immigrants,Cameroon,120,695,397,298,57.1,Africa,"2,024"
Immigrants,Côte d'Ivoire,384,682,337,345,49.4,Africa,"2,024"
Immigrants,Costa Rica,188,674,320,354,47.5,Central America,"2,024"
Immigrants,Paraguay,600,635,273,362,43,South America,"2,024"
Immigrants,Guyana,328,568,273,295,48.1,South America,"2,024"
Immigrants,Angola,24,559,294,265,52.6,Africa,"2,024"
Immigrants,French Polynesia,258,521,229,292,44,Oceania,"2,024"
Immigrants,Senegal,686,509,292,217,57.4,Africa,"2,024"
Immigrants,Honduras,340,495,241,254,48.7,Central America,"2,024"
Immigrants,Barbados,52,408,215,193,52.7,North America,"2,024"
Immigrants,Iceland,352,403,203,200,50.4,Europe,"2,024"
Immigrants,Swaziland,748,359,163,196,45.4,Africa,"2,024"
Immigrants,Togo,768,351,159,192,45.3,Africa,"2,024"
Immigrants,Madagascar,450,348,132,216,37.9,Africa,"2,024"
Immigrants,Panama,591,344,153,191,44.5,Central America,"2,024"
Immigrants,Luxembourg,442,322,154,168,47.8,Europe,"2,024"
Immigrants,Dominican Republic,214,313,111,202,35.5,North America,"2,024"
Immigrants,Bahamas,44,305,139,166,45.6,North America,"2,024"
Immigrants,Tajikistan,762,241,89,152,36.9,Asia,"2,024"
Immigrants,Puerto Rico,630,220,120,100,54.5,North America,"2,024"
Immigrants,Réunion,638,211,95,116,45,Africa,"2,024"
Immigrants,Djibouti,262,204,109,95,53.4,Africa,"2,024"
Immigrants,Central African Republic,140,191,91,100,47.6,Africa,"2,024"
Immigrants,Lesotho,426,157,75,82,47.8,Africa,"2,024"
Immigrants,Curaçao,531,157,66,91,42,America,"2,024"
Immigrants,Suriname,740,156,62,94,39.7,South America,"2,024"
Immigrants,Turkmenistan,795,153,46,107,30.1,Asia,"2,024"
Immigrants,Grenada,308,143,75,68,52.4,North America,"2,024"
Immigrants,Guam,316,141,81,60,57.4,Oceania,"2,024"
Immigrants,Gambia,270,141,87,54,61.7,Africa,"2,024"
Immigrants,Haiti,332,130,68,62,52.3,North America,"2,024"
Immigrants,Chad,148,110,62,48,56.4,Africa,"2,024"
Immigrants,Benin,204,97,64,33,66,Africa,"2,024"
Immigrants,Monaco,492,91,40,51,44,Europe,"2,024"
Immigrants,Belize,84,80,32,48,40,Central America,"2,024"
Immigrants,Saint Lucia,662,77,36,41,46.8,North America,"2,024"
Immigrants,Aruba,533,70,22,48,31.4,North America,"2,024"
Immigrants,Burkina Faso,854,68,29,39,42.6,Africa,"2,024"
Immigrants,Antigua and Barbuda,28,61,30,31,49.2,North America,"2,024"
Immigrants,Saint Vincent and the Grenadines,670,57,36,21,63.2,North America,"2,024"
Immigrants,Gabon,266,57,30,27,52.6,Africa,"2,024"
Immigrants,Mali,466,53,27,26,50.9,Africa,"2,024"
Emigrants,United Kingdom,826,124319,66635,57684,53.6,Europe,"2,024"
Emigrants,New Zealand,554,89129,42158,46971,47.3,Australia,"2,024"
Emigrants,Canada,124,26777,14406,12371,53.8,North America,"2,024"
Emigrants,Malta,470,22753,12469,10284,54.8,Europe,"2,024"
Emigrants,Greece,300,21915,10256,11659,46.8,Europe,"2,024"
Emigrants,Italy,380,18314,8040,10274,43.9,Europe,"2,024"
Emigrants,Singapore,702,17222,9145,8077,53.1,Asia,"2,024"
Emigrants,China,156,13927,6532,7395,46.9,Asia,"2,024"
Emigrants,Japan,392,11962,8349,3613,69.8,Asia,"2,024"
Emigrants,Ireland,372,11165,5605,5560,50.2,Europe,"2,024"
Emigrants,"China, Hong Kong SAR",344,9809,4904,4905,50,Asia,"2,024"
Emigrants,Papua New Guinea,598,9250,6290,2960,68,Oceania,"2,024"
Emigrants,Israel,376,3987,2077,1910,52.1,Asia,"2,024"
Emigrants,Denmark,208,3795,2034,1761,53.6,Europe,"2,024"
Emigrants,Cyprus,196,3143,1537,1606,48.9,Asia,"2,024"
Emigrants,Norway,578,2732,1667,1065,61,Europe,"2,024"
Emigrants,South Africa,710,2653,1292,1361,48.7,Africa,"2,024"
Emigrants,Malaysia,458,2432,1345,1087,55.3,Asia,"2,024"
Emigrants,Poland,616,2079,1012,1067,48.7,Europe,"2,024"
Emigrants,Fiji,242,1979,1065,914,53.8,Oceania,"2,024"
Emigrants,Indonesia,360,1940,1036,904,53.4,Asia,"2,024"
Emigrants,India,356,1769,913,856,51.6,Asia,"2,024"
Emigrants,Portugal,620,1549,700,849,45.2,Europe,"2,024"
Emigrants,Philippines,608,1489,1315,174,88.3,Asia,"2,024"
Emigrants,Hungary,348,1470,803,667,54.6,Europe,"2,024"
Emigrants,Finland,246,1466,927,539,63.2,Europe,"2,024"
Emigrants,Croatia,191,1428,675,753,47.3,Europe,"2,024"
Emigrants,Chile,152,1421,256,1165,18,South America,"2,024"
Emigrants,Serbia,688,1084,562,522,51.8,Europe,"2,024"
Emigrants,Egypt,818,1077,718,359,66.7,Africa,"2,024"
Emigrants,Taiwan,158,931,654,277,70.2,Asia,"2,024"
Emigrants,Libya,434,842,596,246,70.8,Africa,"2,024"
Emigrants,Peru,604,837,468,369,55.9,South America,"2,024"
Emigrants,Brazil,76,790,711,79,90,South America,"2,024"
Emigrants,Colombia,170,761,498,263,65.4,South America,"2,024"
Emigrants,Vanuatu,548,677,337,340,49.8,Oceania,"2,024"
Emigrants,Argentina,32,659,284,375,43.1,South America,"2,024"
Emigrants,Brunei Darussalam,96,599,330,269,55.1,Asia,"2,024"
Emigrants,Namibia,516,594,233,361,39.2,Africa,"2,024"
Emigrants,Mexico,484,566,333,233,58.8,North America,"2,024"
Emigrants,Timor-Leste,626,547,340,207,62.2,Asia,"2,024"
Emigrants,Panama,591,511,361,150,70.6,Central America,"2,024"
Emigrants,Sri Lanka,144,479,235,244,49.1,Asia,"2,024"
Emigrants,Slovakia,703,455,243,212,53.4,Europe,"2,024"
Emigrants,Zambia,894,428,225,203,52.6,Africa,"2,024"
Emigrants,Slovenia,705,422,234,188,55.5,Europe,"2,024"
Emigrants,Botswana,72,413,201,212,48.7,Africa,"2,024"
Emigrants,Bulgaria,100,406,226,180,55.7,Europe,"2,024"
Emigrants,Luxembourg,442,332,159,173,47.9,Europe,"2,024"
Emigrants,New Caledonia,540,285,107,178,37.5,Oceania,"2,024"
Emigrants,Bolivia,68,282,156,126,55.3,South America,"2,024"
Emigrants,Solomon Islands,90,266,150,116,56.4,Oceania,"2,024"
Emigrants,Mongolia,496,262,148,114,56.5,Asia,"2,024"
Emigrants,Iceland,352,260,139,121,53.5,Europe,"2,024"
Emigrants,Samoa,882,258,144,114,55.8,Oceania,"2,024"
Emigrants,Laos,418,230,163,67,70.9,Asia,"2,024"
Emigrants,Estonia,233,225,153,72,68,Europe,"2,024"
Emigrants,Uganda,800,210,98,112,46.7,Africa,"2,024"
Emigrants,Dem. People's Republic of Korea,408,208,113,95,54.3,Asia,"2,024"
Emigrants,Montenegro,499,135,46,89,34.1,Europe,"2,024"
Emigrants,Venezuela,862,131,67,64,51.1,South America,"2,024"
Emigrants,Cambodia,116,130,88,42,67.7,Asia,"2,024"
Emigrants,Ecuador,218,105,56,49,53.3,South America,"2,024"
Emigrants,Latvia,428,102,71,31,69.6,Europe,"2,024"
Emigrants,Costa Rica,188,95,49,46,51.6,Central America,"2,024"
Emigrants,Bahamas,44,93,49,44,52.7,North America,"2,024"
Emigrants,Azerbaijan,31,91,43,48,47.3,Asia,"2,024"
Emigrants,Kiribati,296,91,52,39,57.1,Oceania,"2,024"
Emigrants,Maldives,462,90,81,9,90,Asia,"2,024"
Emigrants,Guatemala,320,81,51,30,63,Central America,"2,024"
Emigrants,French Polynesia,258,70,34,36,48.6,Oceania,"2,024"
Emigrants,Lithuania,440,60,51,9,85,Europe,"2,024"
Emigrants,Swaziland,748,55,33,22,60,Africa,"2,024"
Emigrants,Seychelles,690,51,28,23,54.9,Africa,"2,024"
Emigrants,Dominican Republic,214,44,30,14,68.2,North America,"2,024"
Emigrants,Ghana,288,41,19,22,46.3,Africa,"2,024"
Emigrants,Bhutan,64,28,24,4,85.7,Asia,"2,024"
Emigrants,El Salvador,222,27,10,17,37,Central America,"2,024"
Emigrants,Belarus,112,26,12,14,46.2,Europe,"2,024"
Emigrants,Barbados,52,23,12,11,52.2,North America,"2,024"
Emigrants,Central African Republic,140,11,7,4,63.6,Africa,"2,024"
Emigrants,Saint Lucia,662,10,4,6,40,North America,"2,024"
Emigrants,Guinea,324,8,7,1,87.5,Africa,"2,024"
Emigrants,Antigua and Barbuda,28,6,4,2,66.7,North America,"2,024"
